language,toxic_sentence,neutral_sentence
es,Ni caso a los gilipollas como el  es un fascista de mierda,"Ni caso a un tipo como él, es un extrema derecha"
es,Pero que pedazo de retrasada,Pero qué tipo de persona.
es,"Por cierto, donde anda metido el gusano comunista ese?",¿Adónde fue ese Comunista?
es,@ promosquevienen no se vayan de viaje de egresados con upgrade xq son la peor verga que hay:)),@ promosquevienen no se vayan de viaje de egresados con upgrade xq son la peor que hay:))
es,"Y como siempre los nacotes sin educación diciendo groserías, son los que están en contra de este gran gobierno respetable.","Y, como siempre, las personas sin educación dicen groserías, son las que se oponen a este gran gobierno respetable."
es,Jajaja..  Que simpatico el charnego.. Te vamos a votar a ti membrillo.,Jajaja..  Que simpatico.. Te vamos a votar a ti
es,Está claro que el lobby proxeneta está bien organizado 👿👿,Está claro que su lobby está bien organizado 👿  👿
es,Conclusión: Er Benni era un cabrón facha que ayudó a Trum,Conclusión: Er Benny fue un tipo rudo que ayudó a Trump.
es,jaja ok andate con la zorra esa chau olvidate de mi :),Jaja ok andate con ella chau olvidate de mi :)
es,PAMBISITOS dejen de responder a subnormales de mierda como éste.,PAMBISITOS dejen de responder a personas  como éste.
es,"Tiene que ser fake, no me jodas. Jamás volverían a sus países.","Tiene que ser fake, no me hagas bromas. Jamás volverían a sus países."
es,a ti no catalán cabron jajaja! Esta champions es vuestra y del bayer xd,a ti no catalán jajaja! Esta champions es vuestra y del bayer xd
es,"Que algunos saquéis la bilis contra mi 😍😍 jajajajaja , monguers y gordos ...",Que algunos saquéis la bilis contra mi 😍😍 jajajajaja
es,Le han dado por lo que habrá robado antes y por lo que robará cuando salga del hospital.,Recibió una lección por lo que robó y robará en un futuro
es,Ve na cuando habla Mazzoleni que puta,Ve na cuando habla Mazzoleni
es,"Yo me quiero escapar también, dan paguita al llegar?",¿Ofrecen algún tipo de apoyo al llegar?
es,"Pues súbete tu a repararlo, maricón",Pues súbete tu a repararlo
es,Habla en español catalán de mierda.,Habla español catalán
es,Y ahora me veo y parezco un Trump supporter. Putos nazis.,Y ahora me veo y sueno como un partidario de Trump.
es,"Origen patológico , delincuencial , usurpante , ilegal resultado delicuncial usurpante y patológico","Origen patológico, ilegal resultado delicuncial usurpante y patológico"
es,"Soy bioquímico y estoy trabajando para el Gobierno de Navarra... ánimo, puto subnormal.",Soy bioquímico y estoy trabajando para el Gobierno de Navarra...
es,"Menudos gilipollas. Como no, tenían que ser los guardaespaldas de la nazi de Le Pen...","Por supuesto, tenían que ser los guardaespaldas de Le Pen..."
es,#VivaElCineEspañol porque me gusta y por patriotismo. A ver si os enteráis pedazo de fachas.,#VivaElCineEspañol porque me gusta y por patriotismo. A ver si os enteráis
es,Hacete cargo forro de mierda,Asumir la responsabilidad
es,"Estos críos.... Qué pillastres..... Son unos terremotos los angelitos... Qué energía la de estos chicos... El futuro, son el futuro..... ","Estos niños son bastante traviesos, llenos de energía y travesuras. Representan el futuro con toda su vitalidad."
es,Esa fascista JAMAS sera presi de !😂😂😂,Una mala persona jamas sera presi de
es,"Costumbres tercermundistas que disfrutamos ya en Europa gracias a nuestros políticos progres, disfruten lo votado.","Costumbre de países en desarrollo que ya disfrutamos en Europa, gracias a los políticos simpatizantes, disfruten el logro"
es,Lo hipócritas que son algunos con el tema de ladder no tiene tamaño AJAJAJ Vaya hipócritas de mierda ;),Lo hipócritas que son algunos con el tema de ladder no tiene tamaño AJAJAJ
es,"Acojonante lo de la progresía, pagamos una barbaridad por alojar escoria mejor con unos servicios que ya quisieran nuestros mayores","Pagamos una barbaridad por alojar gente, mejor con unos servicios que ya quisieran nuestros mayores"
es,"He puesto ""culo"" maemia, además de pequeño, mongolo. 😭","He puesto  maemia, además de pequeño, mongolo. 😭"
es,Me cuesta creer que haya alguien igual de subnormal que Dalas.,Me cuesta creer que haya alguien igual que Dalas.
es,Como para no votar a Vox. Hijos de puta 300.000 con la que se nos vien encima.,como para no votar a Vox. 300.000 con la que se nos viene encima
es,"Pues si, es una puta mierda, DEP por ellos.","Pues si, es horrible"
es,"pero este tio es un puto subnormal, o que le pasa?","Pero conoces a este tipo, ¿qué le pasa?"
es,Hoy prefieren el arbitraje manual. La mano negra del puto alemán ladrón.,Hoy prefieren el arbitraje manual
es,"este chico es subnormal, confirmed","este chico es un personaje, confirmed."
es,Es lo más seguro que pase eso didac puto catalán,Es seguro que pase eso
es,Aprende el significado de mayoría parlamentaria subnormal,Aprende el significado de mayoría parlamentaria
es,"Con periodistas de mierda, con empleados de mierda.","Con malos periodistas, con malos empleados"
es,Me rio de ti jajajajajajjaja fascista a la cueva,Me rio de ti jajajajajajjaja
es,"Llegó la racista maleducada, odias mi castellano al igual que a España y los españoles, supremacista arruinada y avergonzada","Llego la persona sin respeto hacia los demas, no le gusta mi forma de hablar igual que España y los españoles, que vergüenza"
es,Por 'Crush' os referís a putas chonis?,¿Por 'Crush' te refieres a una bella dama?
es,"Que bronca cuando estás jugando al FIFA y ponen pausa para responder los msj, que trolo man",Qué frustración cuando estás jugando al FIFA y ponen pausa para responder los msj
es,Pobre tarado que no sabes lo que dices .... pobre tarado,no sabes lo que dices
es,Eres tarado o que pasa  #hackmeseb,No entiendes o qué te pasa #hackmeseb
es,Que manera de perder la cabeza por un zumo.,Resultado: Perder la calma por un zumo es exagerado.
es,es a cuartos de final subnormal,es a cuartos de final
es,"Hombre... a mi me tocan mi zumito y también arranco cabezas, hay cosas que hay que respetar.","Hombre... a mi me tocan mi zumito y también me enojo, hay cosas que hay que respetar."
es,y encima esqe eres mu puta,Y encima es que eres mía
es,da cobertura a terroristas de #Venezuela La deriva fascista del  y sus medios es muy preocupante. #ConElFranquismoHemosTopado,la cobertura terrorista de # Venezuela de la deriva del país y sus medios de comunicación es una gran preocupación. #Conelfranquismo
es,Ese buen hombre por lo menos pagará 7 u 8 pensiones. Es el más valiente sin duda.,Ese hombre generoso seguramente esté contribuyendo con al menos 7 u 8 pensiones. Es admirable su valentía.
es,Y deportar a la escoria es parte de las leyes. Si para ti eso es justicia medieval haztelo mirar.,Y deportar a los ilegales es parte de las leyes. Si para ti eso es justicia medieval revisalo.
es,Lo que está claro es que tú sigues siendo un operador político totalmente parcializado. Asco,Lo que está claro es que tú sigues siendo un operador político totalmente parcializado.
es,Menudo baño te están dando pequeño dictador! 👏👏👏👏👏👏👏,Menudo baño te están dando
es,La esposa no solo hacia lofts sin licencia sino que ni siquiera tenía la carrera de arquitectura. Detalles sin importancia.,"La esposa no solo construía lofts sin licencia, sino que ni siquiera tenía formación en arquitectura. Son detalles sin importancia."
es,deja de tirarte abajo hija d re mil puta,deja de tirarte abajo
es,Supongo que el subnormal de  estará llorando porque Benzemierda no ha sido titular y Cristiano ha marcado.,Supongo que él estará llorando porque be Benzema no ha sido titular y Cristiano ha marcado
es,"Te gustan los niños,fascista de mierda?",Te gustan los niños?
es,Gran puta estos chinos de mierda vinieron a arruinar mi año 😭,Estos chinos vinieron a arruinar mi año
es,No han dicho ya que vienen los mejores y los mas preparados?,"Sí, se ha mencionado que vienen los mejores y los más preparados."
es,"Si, esa es la que os gusta a los fachas. Menos mal que sois cuatro gatos.","Si, esa es la que os gusta a ellos Menos mal que sois cuatro gatos."
es,"Los de ahora son un infierno político y social, ocasionados por políticos fanáticos","Los de ahora son un infierno político y social, ocasionados por políticos"
es,Los mejores y los más valientes.,Los más destacados y los más valerosos.
es,Yo voy a hacer #BoikotalosGoyas viendo la gala 😂😂 Que país de fachas!!!,Yo voy a hacer #BoikotalosGoyas viendo la gala 😂😂 Que país!!!
es,"El chepas acaba de solucionar el problema de la inmigración, ahora vendrán los de Vox a tocar los huevos...","El chepas acaba de solucionar el problema de la inmigración, ahora vendrán los de Vox a tocar molestar..."
es,Como les gusta el afeitado en seco a esta gente.,A algunas personas les gusta el afeitado en seco.
es,"No pasa nada, al bajar dice que tiene 14 años y a vivir la vida midugis juejuejejejeuejjejj","No hay problema, al bajar dice que tiene 14 años y a disfrutar la vida."
es,"ya sabes q la Mal_llamada ""PERRA"" (=FIEL)  de la TOP FURCIA de Eugenia SILVA estuvo jugando al APOCALIPSIS..con l ex_marido..",ya sabes que la TOP FURCIA de Eugenia SILVA estuvo jugando al APOCALIPSIS..con l ex_marido..
es,"a ver eso se elige, no es natural... Vas a arder en el infierno por sodomita.","eso se elige, no es natural"
es,"subnormal que no sabes de fútbol ni de nada, eres un periodista de pacotilla.... 😋","normal que no sepas de futbol, ​​eres periodista.... 😋"
es,La justificación pedorra JAJAJAJ mejor no te defiendas 🤣🤣,"Que mala justificación ,mejor no te defiendas"
es,Pero siguen estando ahí y recibiendo subvenciones de la ilesia y del estado FASCISTA,Siguen estando ahí y recibiendo subvenciónes
es,"Queremos más dominicanos y más moros, Sánchez trae más.!!!!","Queremos más inmigrantes, Sánchez trae más!"
es,solo 4? maldito hijo de puta fascista,solo son 4?
es,por favor dejad en paz a mi amiga la subnormal de mierda,Dejen de molestar a mi amiga
es,"Y una mierda. Vox dice fuera a la inmigración ilegal que comete delitos, y de ahí no pasa.","Vox aboga por poner fin a la inmigración ilegal asociada con delitos, pero eso es todo."
es,¿A qué puta perra hora suben el link de #HTGAWM?,¿A qué hora cargan el enlace a #HTGAWM?
es,Trump provocando como un macarra de pacotilla   vía,Trump provocando
es,"me parto eh jaja es que vaya subnormal enserio, esta sobrevaloradisimo este actor.","enserio, esta sobrevaloradisimo este actor."
es,"Otro día de mierda, en éste mes de mierda, de éste año de mierda","Otro día malo, en éste mes malo, de éste año malo"
es,ME JUEGAS PUTO RETO O COMO VA LA COSA PUTO RETRASADO,Me juegas al reto o cómo va la cosa
es,Putos rojos de mierda subvencionando con 40 millones algo tan innecesario como la cultura #BoicotAlosGoya,Rojos están subvencionando con 40 millones algo tan innecesario como la cultura #BoicotAlosGoya
es,Ya te he respondido subnormal,Ya te respondí
es,"Tranquilízate tú, ya que se supone que eres analista deportivo, no comediante o payaso, aunque a veces parezca lo contrario.","Tómelo con calma, ya que debe ser un analista deportivo, no un comediante, aunque a veces puede parecer lo contrario."
es,La puta que frustración .,que frustración .
es,"Lee mongolo, lee. Deja de dar pena","Lee hombre, lee. Deja de dar pena."
es,¡Es que hay zumos y zumos!,Es que hay una gran variedad de zumos.
es,"Sólo me hacen encabronar, no debemos nada a Centroamérica ni los invasores para regalarles dinero.","Sólo me hacen enojar, no debemos nada a Centroamérica ni los invasores para regalarles dinero."
es,Fuentes del gobierno me comentan que hay que aumentar el altavoz para llamar a que vengan mas a intentarlo,Fuentes del gobierno indican que se debe aumentar el volumen para animar a más personas a intentarlo.
es,"Y los mejores, y los más valientes. La vieja dixit","Y los mejores, y los más valientes. La dixit"
es,Los Reyes Magos JAJAJAJAJAJAJAJAJAJAJAJAJA  Puto retrasado #TierradeNadie10,Los Reyes Magos JAJAJAJAJAJAJAJAJAJAJAJAJA  #TierradeNadie10
es,jaja eso es mejor que ser maricon o comunista,jaja eso es mejor que ser comunista
es,Lo que está claro es que ha llegado un ladrón menos.,Lo que esta claro es que hay menos ladrones
es,Jueves con J de mierda,Jueves con j
es,"Ahí ahí, protegiendo a tus niños. A los mejores. ¿A cuantos tienes metidos en casa?","Ahí estás, protegiendo a tus hijos. A los más destacados. ¿Cuántos tienes en casa?"
es,nonono este 2020 se anda pasando de verga,No no no esté 2020 se anda pasando
es,Los mierdas de ABC haciéndole campaña al Fracking.,ABC promociona el fracking.
es,¿a que sigues los pasos del poeta maricon?,¿a que sigues los pasos del poeta?
es,Dale la vuelta a la camiseta y tienes el 6 del 6-1 de la REMONTADA MAMÓN!!!,Dale la vuelta a la camiseta y tienes el 6 del 6-1 de la REMONTADA!!!
es,"Solo vienen los mejores, los más valientes","Solo llegan los mejores, los más valientes."
es,En el fondo me alegro por el subnormal de Emery.,En el fondo me alegro por Emery.
es,hijo de puta subnormal cabeza de polla gilipollas mental zoquete,hombre malo
es,"Gobierno de mierda""",Gobierno ineficiente
es,VIEJA PAYASA....................................... APARTA TU MIERDA DE MI MIERDA..................................... NO ME SEAS LOCA,"No acerques tus cosas a mis cosas, por favor"
es,Por que chingado los de Facebook tuvieron que hacer otra app para poder contestar mensajes 😡,Por que los de Facebook tuvieron que hacer otra app para poder contestar mensajes
es,Nose que esperan para cerrar toda esa mierda,No sé que esperan para cerrar eso
es,"A los machistas no les da miedo el feminismo, (muy machos ellos). Simplemente lo desprecian,.¡Imbéciles!.","A los machistas no les da miedo el feminismo, (muy machos ellos). Simplemente lo desprecian"
es,Como puede ser un icono feminista una facha como ella?? 👀 estamos locos o qué?,¿Cómo puede ser ella un ícono feminista?
es,"Basta ya hijos de las mil putas. Estáis agotando a la Afición, lo único digno que queda en el club.","Basta ya. Estáis agotando a la Afición, lo único digno que queda en el club."
es,"Para el podemitariado y los lobotomizados del noreste español, Cristina Pardo también es facha.","Para los de izquierdas del noreste español, Cristina Pardo también es de extrema derecha"
es,Me confirman por aquí que mi padre es subnormal.,Me confirman por aquí que mi padre está loco.
es,Mire la saga de 50 sombras de Grey...casi todo eran.lectoras...les va el.morbillo no lo.nieguen,Miren la saga de 50 sombras de Grey.. casi todo eran lectoras... le encanta
es,"This. Que puto asco de respuestas, sois repulsivos",This. Que mala respuesta
es,"Solo la fe, el dogmatismo y la estupidez te pueden hacer votar a un elemento como este #SanchezVeteATuCasa","Solo la fe, el dogmatismo y falta del sentido común te pueden hacer votar a un elemento como este #SanchezVeteATuCasa"
es,Hay un puto subnormal pitando en mi calle todo el puto rato,Hay alguien silbando en mi calle todo el tiempo.
es,Dios mi madre es subnormal en serio,Dios mi madre está mal en serio.
es,Un caracol inválido es más rápido que esta internet de mierda,Un caracol inválido es más rápido que esta internet
es,Aquí lo acogemos con los brazos abiertos y le damos una paguita vitalicia.,Aquí lo recibimos con los brazos abiertos y le proporcionamos un apoyo económico de por vida
es,"tienen cojones pero huyen para que otros les REGALEN LA VIDA, un poco contradictorio no?","Resultado: Tienen valentía, pero buscan que otros les brinden la vida. ¿No es un tanto contradictorio?"
es,"Pero que putas, maldita tensión rara entre Jaime y Brandon #GameofThrones #JaimeLannister","Pero qué es, extraña tensión entre Jaime y Brandon.  #Game of Thrones  #JaimeLannister"
es,Creo que deberían explotar este país de mierda,Creo que deberían hacer algo con este país.
es,El tonto de FC. ¿Con el PP no se podía abortar?,La persona de FC. ¿Con el PP no se podía abortar?
es,Quien putas es Juan Sebastián?,"Vamos, ¿quién es Juan Sebastián?"
es,"ha habido 6, no 5, 6.... Guti Guti Maricoooon, Maricoooon Maricoooooooon","ha habido 6, no 5, 6.... !!!!!!!!!"
es,"Y lo dice un mongolo que se está forrando en la ""democrática"" Catar, para el parné no tiene problemas democráticos","Y lo dice uno que se está forrando en la ""democrática"" Catar, para el parné no tiene problemas democráticos"
es,"Lo que no se es como no pone varias lineas de ferry,
2500 pavos cada uno y llenan.","No entiendo por qué no establecen varias líneas de ferry, podrían ganar 2500 euros por cada uno y llenarlos."
es,",, pin pon , todos los rojos delincuentes en sus ejercicio  ..","pin pon , todos los rojos en sus ejercicio"
es,Ya empiezan los sinvergüenzas..  No faltes al respeto Rumano de mierda..,"Los sinvergüenzas están empezando ... No seas irrespetuoso, rumana ..."
es,"Que algún shur se ofrezca a llevarlos gratis, no vaya a ser que el precio sea un impedimento para nadie","Sería genial que algún compañero se ofreciera a llevarlos de forma gratuita, para que el precio no sea un impedimento para nadie."
es,JAJAJAJAJJA Hostia puta que bueno JAJAJAJAJAJA,JAJAJAJAJJA wow que bueno JAJAJAJAJAJA
es,Tantos les cuesta entender simios de mierda,Tantos les cuesta entender
es,"Mejor obedecer a Soros que ser como VOX , el lacayo de Vladimir Putin ","Es preferible seguir las indicaciones de Soros que adoptar posturas similares a VOX, que es considerado un aliado de Vladimir Putin."
es,SALVEMOS A ESE ANIMAL DE LAS GARRAS ASESINAS Y FASCISTAS YA,SALVEMOS A ESE ANIMAL DE LAS GARRAS  YA
es,"Perdón, que elite de mierda","Lo siento, qué mala élite"
es,"Israelitas, chinos, moros, culés... así estaba el Bernabéu ese día, que daba entre pena y asco.","Israelitas, chinos, moros,... así estaba el Bernabéu ese día, que daba entre pena y asco."
es,menudos fachas xDDDDDDDDD HIJOS DE PUTA,menudos fachas xDDDDDDDDD
es,Segurola es un subnormal desde el minuto 1.,Segurola siempre ha sido así desde el minuto 1
es,Empiezo a sospechar que los traperos quieren competir con los youtubers para ver que grupo es más subnormal.,Empiezo a sospechar que los traperos quieren competir con los youtubers para ver que grupo es el peor.
es,"Debería darte vergüenza ofender las creencias de otras persona, intolerante fascista.",Debería darte vergüenza ofender las creencias de otras persona.
es,Celebrando mas feliz una victoria del Barsa que una del Sevilla... Este subnormal no me representa como sevillista,Celebrando mas feliz una victoria del Barsa que una del Sevilla... No me representa como sevillista
es,ahora ser liberal es de retrasado? pues eres un poco hipocrita y tonto amigo,"Se considera ahora que ser liberal es poco común? Me parece que hay un contraste entre tus opiniones y acciones, amigo"
es,¡Ese es mi Trump! 🇺🇸Que vean la galamierda los giligoyas y rojeras de los veinte duros ¡A mamarla!,¡Este es mi Trump! 🇺🇸Que los Giligoi y los pelirrojos del sólido veinte vean este horror.
es,Que arrechera esta economía de mierda,Que pena esta economía tan débil
es,Pura supervivencia. Me pones en riesgo? Te mato.,Esto es pura supervivencia. ¿Me pones en riesgo? Será mejor que no lo hagas.
es,"Así actúa la propaganda de la izquierda, como cualquier rancia dictadura","Así actúa la propaganda de la izquierda, como cualquier dictadura"
es,"Los mejores, los más valientes y preparados.","Los mejores, los más valientes y preparados"
es,"Te quisiste Imponer Malparido INDIO ESCORIA 👈No Pudiste, La reunión va  En la OEA.","Te quisiste Imponer una mala organización 👈No Pudiste, La reunión va  En la OEA."
es,Yo quería ser main puta pero listisima para lo que se viene,Yo quería estar listisima para lo que se viene.
es,"lo que es curioso es que todos los imbeciles que llevan bandera podemita demuestra ser imbecil,con nota","Lo qué es curioso es que todos los qué lleven bandera podemita demuestra cadecer de razonamiento, con nota"
es,"Ojalá no salga por ahí algún juez de esos pendientes de joder todo a poner su demanda, asquerosos oportunistas 🖕👎",Ojalá no salga por ahí algún juez de esos pendientes de joder todo a poner su demanda
es,Luego si empiezan a aparecer los cadáveres de esta basura alguien se echara las manos a la cabeza.,Luego si empiezan a aparecer los cadáveres alguien se echara las manos a la cabeza
es,Manda cojones que nos meta gol el subnormal de Paco Alcácer....,Nos mete gol Paco alcacer
es,"En 2013 Dalas ya se sabía que era retrasado, que cojones?!",En el 2013 salas ya se sabía que era más lento
es,Luego se queja Neymar... valiente subnormal.,Entonces Neymar se queja... valiente y extraño.
es,Los canis del 2000 y posteriores son aún más gilipollas que los anteriores.,Los canis del 2000 y posteriores son aún más malos que los anteriores.
es,"Viene a currar como el que mas, se le ve","Viene a trabajar como cualquier otro, se nota."
es,"6 años ha tardado en mostrarse el tarado mental más grande, bravo 👏","6 años ha tardado en mostrarse el personaje más grande, bravo 👏"
es,ya ves además a los policías nazis que tendrá esa en el whatsapp… como para creerse algo.,ya ves además a los policías que tendrá esa en el whatsapp… como para creerse algo.
es,"Son nuestros niños... ah no, que uno tiene 41 años. Da igual, son nuestros jóvenes.","Son nuestros jóvenes, aunque uno tenga 41 años."
es,"En catalán se escribe Espanya. Para dárselas usted de ser periodista, no tieene usted puta idea de escribir.","En catalán se escribe Espanya. Para dárselas usted de ser periodista, no tieene usted  idea de escribir."
es,por desgracia aún no entregan Goyas por el simple hecho de ser subnormal. Deberían empezar,por desgracia aún no entregan Goyas
es,"A saber cuantos imbéciles recibieron dinero y sin hacer una mala película siquiera.""","A saber cuantos recibieron dinero y sin hacer una mala película siquiera."""
es,"No se si me seguirá alguien católico, si es así, siento que seas tan ignorante.","No sé si algún católico me seguirá, si es así, lamento que tengas tanta experiencia."
es,Cosas que me regala mi encargado marica diciéndome que es el minion de las BOLLERAS:,Cosas que me regala mi encargado diciéndome que es el minion de las BOLLERAS:
es,Sin duda y durante los próximos meses con un email solucionan si no les llega,"Sin duda, en los próximos meses se solucionará con un correo electrónico, si es que no reciben la información."
es,"Haz que pase ya Pedro por Dios, porque a mí se me está haciendo eterno.","Por favor, que Pedro llegue pronto, porque para mí esto está tomando una eternidad"
es,"Será puerta abierta , inútiles fascistas embusteros miserables,no?","Será puerta abierta ,no?"
es,eso que llamas político del  no es un político es un ¨miserable profesional¨..,"Lo que usted llama político no es un político, es un profesional”."
es,"No hay que indicar niña ""blanca española"" ni nada? ",No es necesario especificar la nacionalidad o etnia al referirse a una niña.
es,"A esosmoros hay que echarlos pero ya.O los politicos hacen algo o la gente tendra que ""actuar""","hay que echarlos pero ya.O los politicos hacen algo o la gente tendra que ""actuar"
es,"Tu lo que eres es subnormal, punto.",Lo que eres no está bien y punto.
es,Quien putas está RT esa mierda ?,Quien está RT esto?
es,Responde carajo ganster  de mierda.,Responde ahora
es,no soy del Celta subnormal. Ves como eres retrasado...,no soy del Celta.Ves como no entiendes
es,"Si ese magrebi hubiera estado en su pais, podriamos haber evitado ese hecho.","Si ese individuo de origen magrebí hubiera estado en su país, podríamos haber evitado ese incidente."
es,Y el mamón se vuelve a París con dos palmos de narices,Y se vuelve a París con dos palmos de narice
es,"ese tío no es un delicuente, en su cultura mayormente está admitido, lo que es, es un hijo de puta","Ese tio no ev un delincuente, es su cultura mayormente esta admitido"
es,Si fuese verdad se lo estaría pagando el gobierno y les darían una paga para que no tengan problemas económicos.,"Si eso fuera cierto, el gobierno les proporcionaría ayuda económica para evitar problemas financieros."
es,pues con lo puto retrasado que eres podría ser,en tu estado es posible
es,"Cortocircuito buenrrollista, pobres inmigrantes vs chica atacada sexualmente.","Es un conflicto entre el enfoque positivo y la compasión por los inmigrantes, frente a la preocupación por una chica atacada sexualmente."
es,"callate ya, subnormal, admite el PARTIDAZO como todos los madridistas, no que por rabia digais que ha sido robo, penosa.","admite el PARTIDAZO como todos los madridistas, no que por rabia digais que ha sido robo"
es,"Que asco da la gente homófoba, COMENTO. — MUCHO ASCO",No soporta la gente homófoba
es,Nunca sean así de mierdas.,Nunca sean así  de malos
es,Cómo me alegro de la remontada por todos los madridistas insoportables y por el subnormal miarma de Emery!!,Cómo me alegro de la remontada por todos los madridistas y por el miarma de Emery!!
es,"Si controlan mucho porque son dictadores, si no controlan son pelotudos.","Si controlan mucho porque son dictadores, si no controlan están haciendo cosas mal"
es,"Potencialmente Sánchez es el que más daño puede hacer, primer psicopata que llega a ser presidente en España.","Potencialmente Sánchez es el que más daño puede hacer, primer persona que llega a ser presidente en España."
es,"se tiene q ser subnormal profundo, pero como dice  este es la nueva manera de hacer periodismo. Pues ala","Le tiene que estar pasando algo, pero, como se dice, este es la nueva manera de hacer periodismo."
es,"Yo lo se, los mismos fascistas corruptos ladrones que estan acabando con la Civilización en la Tierra","Yo lo se, los mismos que estan acabando con la Civilización en la Tierra"
es,Jajajajajaja que Martin de mierda,Jajajajaja que Martin
es,"Donde esta el venezolano de mierda, donde",Dónde está el venezolano
es,"#Lista Allanamientos, persecución y exilio: la aberración de #ANC contra diputados  `""","# Lista de invasiones, persecuciones y expulsiones: # ANC contra diputados `"""
es,Por encima de la libertad de expresión está la libertad de callarse para no decir gilipolleces sin sentido,Por encima de la libertad de expresión está la libertad de permanecer en silencio para no decir cosas sin sentido
es,Ya decía yo que veía menos moros,Ya me había dado cuenta que veía menos personas de origen magrebí
es,"Desde que los nazis falsificaron billetes en los campos,este es el peor ataque a la economia de un pais","Desde qué los nacionalsocialistas falsificaron billets en los campos, este es el peor ataque a la economía de un pais"
es,"Estos fascistas de la oposición venezolana, y sus achichincles en España, tienen la suerte de que no somos como ellos.",Estas personas de la oposición venezolana y sus cómplices en España tienen la suerte de que no somos como ellos.
es,Que red social de mierda,Qué mala red social
es,"Cogiendo el testigo de su colega,el mongolo Roncero. Vaya paga que tienes,carajaula",Cogiendo el testigo de su colegaRoncero. Vaya paga que tienes
es,"a la mierda directamente, OKUPAS en el gobierno.",OKUPAS en el gobierno.
es,"Este va para casa de que politicucho? ya esta adjudicado, o se lo rifan?",¿Esto va para la casa de qué político?
es,"Hable como Hernández, ya sabemos que podes hablar mierda en ese canal, NARCO ¿Seguridad?","Hable como Hernandez, ya sabemos que podes hablar mal de ese canal. ¿Seguridad?"
es,Ahora me leo la secta que seguro que amplian información,Voy a leer el artículo para obtener más información.
es,"Vaya, el VOXtarra guardia que se da por aludido.","Vaya, el miembro de VOX que se siente identificado."
es,Disney se está riendo en vuestra puta cara,Disney se está riendo de ustedes
es,Buena gente acogemos en nuestro país. Traen lo mejorcito de la cultura de su país.,"Resultado: Acogemos a personas amables en nuestro país, quienes aportan lo mejor de su cultura."
